CODIGO ORDEN DE SERVICIO,DENOMINACION DEL SERVICIO,TIPO DE INTERVENCION,CODIGO ENTIDAD,ENTIDAD,REGION,PROVINCIA,DISTRITO,¿TIENE SITUACIONES DE INCUMPLIMIENTO?,N° INFORME DE CONTROL,TIPO DE VISITA,VALOR REFERENCIAL MONTO,MONTO ADJUDICADO,CANTIDAD SITUACION ADVERSAS,SITUACION ADVERSAS 1,SITUACION ADVERSAS 2,SITUACION ADVERSAS 3,SITUACION ADVERSAS 4,SITUACION ADVERSAS 5,SITUACION ADVERSAS 6,FECHA VISITA,MES DE VISITA,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6085,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SI,12177-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6089,INPE OFICINA REGIONAL ALTIPLANO PUNO,PUNO,PUNO,PUNO,SI,12129-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6090,"FONDO NACIONAL DE DESARROLLO CIENTIFICO, TECNOLOGICO Y DE INNOVACION TECNOLOGICA- FONDECYT",LIMA METROPOLITANA,LIMA,SAN BORJA,SI,11894-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6091,HOSPITAL REGIONAL DE MOQUEGUA,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,SI,12017-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6103,PROGRAMA MODERNIZACIÓN DEL SISTEMA DE ADMINISTRACION DE JUSTICIA - PMSAJ,LIMA METROPOLITANA,LIMA,LINCE,SI,11895-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6108,GOB. REG.APURIMAC - RED DE SALUD AYMARAES,APURIMAC,AYMARAES,CHALHUANCA,SI,11326-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6110,DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES -PASCO,PASCO,PASCO,YANACANCHA,SI,12040-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6111,UNIDAD DE GESTIÓN  EDUCATIVA LOCAL MOHO- UGEL MOHO,PUNO,MOHO,MOHO,SI,12130-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6119,TERMINAL PORTUARIO DE CHIMBOTE,ANCASH,SANTA,CHIMBOTE,SI,11299-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6130,DIRECCION DE RED DE SALUD PACIFICO NORTE,ANCASH,SANTA,CHIMBOTE,SI,11300-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6173,HOSPITAL JOSE H. SOTO CADENILLAS,CAJAMARCA,CHOTA,CHOTA,SI,11455-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6191,MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES,SI,11398-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6196,PROGRAMA NACIONAL DE INNOVACIÓN PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD,LIMA METROPOLITANA,LIMA,LINCE,SI,11897-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6200,"PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RIOS APURIMAC,ENE Y MANTARO-PROVRAEM",AYACUCHO,LA MAR,AYNA,SI,11399-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6203,PROYECTO ESPECIAL DATEM DEL MARAÑÓN - ALTO AMAZONAS - LORETO - CONDORCANQUI,LORETO,ALTO AMAZONAS,YURIMAGUAS,SI,11998-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6204,ORGANISMO NACIONAL DE SANIDAD PESQUERA - SANIPES,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,SI,12030-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6210,MUNICIPALIDAD DISTRITAL DE INKAWASI,CUSCO,LA CONVENCION,INKAWASI,SI,11518-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6211,MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,CUSCO,LA CONVENCION,VILLA VIRGEN,SI,11519-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6215,INSTITUTO NACIONAL DE CALIDAD - INACAL,LIMA METROPOLITANA,LIMA,SAN ISIDRO,SI,11898-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6216,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA,CUSCO,LA CONVENCION,SANTA ANA,SI,10986-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6217,MUNICIPALIDAD DISTRITAL DE MI PERÚ,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,SI,12031-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6219,PROGRAMA NACIONAL DE INNOVACIÓN AGRARIA,LIMA METROPOLITANA,LIMA,LA MOLINA,SI,11899-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6246,UNIVERSIDAD NACIONAL AUTÓNOMA DE ALTO AMAZONAS,LORETO,ALTO AMAZONAS,YURIMAGUAS,SI,11999-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6256,UNIVERSIDAD NACIONAL INTERCULTURAL FABIOLA SALAZAR LEGUÍA DE BAGUA,AMAZONAS,BAGUA,BAGUA,SI,11244-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6263,UNIDAD EJECUTORA GESTIÓN DE PROYECTOS SECTORIALES,LIMA METROPOLITANA,LIMA,JESUS MARIA,SI,11900-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6264,CENTRAL DE COMPRAS PÚBLICAS - PERÚ COMPRAS,LIMA METROPOLITANA,LIMA,SAN ISIDRO,SI,11901-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6269,UNIDAD EJECUTORA 009 LA LIBERTAD,LA LIBERTAD,TRUJILLO,TRUJILLO,SI,11709-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6271,MUNICIPALIDAD DISTRITAL LA YARADA LOS PALOS,TACNA,TACNA,LA YARADA LOS PALOS,SI,12193-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6274,ESCUELA NACIONAL SUPERIOR DE ARTE DRAMATICO GUILLERMO UGARTE CHAMORRO,LIMA METROPOLITANA,LIMA,LIMA,SI,11903-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6275,ESCUELA NACIONAL SUPERIOR DE BALLET,LIMA METROPOLITANA,LIMA,SURQUILLO,SI,11904-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6276,FONDO SIERRA AZUL,LIMA METROPOLITANA,LIMA,JESUS MARIA,SI,11905-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6285,GOB. REG. DE PASCO - SUB REGION DANIEL ALCIDES CARRION,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,SI,12041-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
